question_id,query,type,difficulty,mode,k,recall,precision,mrr,num_ground_truth,num_overlap
11,Was ist eine Substitution Group in XML Schema?,definition,advanced,flat,3,0.0,0.0,0.0,1,0
11,Was ist eine Substitution Group in XML Schema?,definition,advanced,flat,5,0.0,0.0,0.0,1,0
11,Was ist eine Substitution Group in XML Schema?,definition,advanced,flat,10,0.0,0.0,0.0,1,0
12,Was versteht man unter Schema-Validierung?,definition,beginner,flat,3,0.0,0.0,0.0,3,0
12,Was versteht man unter Schema-Validierung?,definition,beginner,flat,5,0.0,0.0,0.0,3,0
12,Was versteht man unter Schema-Validierung?,definition,beginner,flat,10,0.0,0.0,0.0,3,0
13,Was ist eine Message Disposition Notification (MDN) bei AS2?,definition,advanced,flat,3,1.0,0.6666666666666666,1.0,2,2
13,Was ist eine Message Disposition Notification (MDN) bei AS2?,definition,advanced,flat,5,1.0,0.4,1.0,2,2
13,Was ist eine Message Disposition Notification (MDN) bei AS2?,definition,advanced,flat,10,1.0,0.2,1.0,2,2
14,Wie validiert man ein XML-Dokument gegen ein Schema?,process,beginner,flat,3,0.25,0.3333333333333333,0.5,4,1
14,Wie validiert man ein XML-Dokument gegen ein Schema?,process,beginner,flat,5,0.25,0.2,0.5,4,1
14,Wie validiert man ein XML-Dokument gegen ein Schema?,process,beginner,flat,10,0.5,0.2,0.5,4,2
15,Wie erstellt man ein XML-Schema in GEFEG.FX?,process,intermediate,flat,3,0.0,0.0,0.0,2,0
15,Wie erstellt man ein XML-Schema in GEFEG.FX?,process,intermediate,flat,5,0.0,0.0,0.0,2,0
15,Wie erstellt man ein XML-Schema in GEFEG.FX?,process,intermediate,flat,10,0.0,0.0,0.0,2,0
16,Wie erstellt man einen SimpleType mit Enumeration?,process,intermediate,flat,3,0.0,0.0,0.0,2,0
16,Wie erstellt man einen SimpleType mit Enumeration?,process,intermediate,flat,5,0.5,0.2,0.25,2,1
16,Wie erstellt man einen SimpleType mit Enumeration?,process,intermediate,flat,10,0.5,0.1,0.25,2,1
17,Wie erstellt man eine Schematron-Regel in GEFEG.FX?,process,advanced,flat,3,0.5,0.3333333333333333,0.5,2,1
17,Wie erstellt man eine Schematron-Regel in GEFEG.FX?,process,advanced,flat,5,0.5,0.2,0.5,2,1
17,Wie erstellt man eine Schematron-Regel in GEFEG.FX?,process,advanced,flat,10,0.5,0.1,0.5,2,1
18,Wie exportiert man ein XML-Schema aus GEFEG.FX?,process,beginner,flat,3,0.0,0.0,0.0,1,0
18,Wie exportiert man ein XML-Schema aus GEFEG.FX?,process,beginner,flat,5,0.0,0.0,0.0,1,0
18,Wie exportiert man ein XML-Schema aus GEFEG.FX?,process,beginner,flat,10,0.0,0.0,0.0,1,0
19,Wie importiert man ein externes Schema in GEFEG.FX?,process,intermediate,flat,3,0.0,0.0,0.0,2,0
19,Wie importiert man ein externes Schema in GEFEG.FX?,process,intermediate,flat,5,0.0,0.0,0.0,2,0
19,Wie importiert man ein externes Schema in GEFEG.FX?,process,intermediate,flat,10,0.5,0.1,0.1,2,1
20,Wie erstellt man eine Attributgruppe (AttributeGroup)?,process,intermediate,flat,3,1.0,0.3333333333333333,1.0,1,1
20,Wie erstellt man eine Attributgruppe (AttributeGroup)?,process,intermediate,flat,5,1.0,0.2,1.0,1,1
20,Wie erstellt man eine Attributgruppe (AttributeGroup)?,process,intermediate,flat,10,1.0,0.1,1.0,1,1
21,Wie leitet man einen Typ durch Extension ab?,process,intermediate,flat,3,0.5,0.6666666666666666,1.0,4,2
21,Wie leitet man einen Typ durch Extension ab?,process,intermediate,flat,5,0.5,0.4,1.0,4,2
21,Wie leitet man einen Typ durch Extension ab?,process,intermediate,flat,10,0.75,0.3,1.0,4,3
22,Wie fügt man Dokumentation (Annotations) zu einem Schema hinzu?,process,beginner,flat,3,0.0,0.0,0.0,3,0
22,Wie fügt man Dokumentation (Annotations) zu einem Schema hinzu?,process,beginner,flat,5,0.0,0.0,0.0,3,0
22,Wie fügt man Dokumentation (Annotations) zu einem Schema hinzu?,process,beginner,flat,10,0.0,0.0,0.0,3,0
23,Wie erstellt man eine Substitution Group?,process,advanced,flat,3,0.5,0.3333333333333333,1.0,2,1
23,Wie erstellt man eine Substitution Group?,process,advanced,flat,5,0.5,0.2,1.0,2,1
23,Wie erstellt man eine Substitution Group?,process,advanced,flat,10,0.5,0.1,1.0,2,1
24,Wie definiert man ein globales Element vs. lokales Element?,process,intermediate,flat,3,0.5,0.6666666666666666,0.5,4,2
24,Wie definiert man ein globales Element vs. lokales Element?,process,intermediate,flat,5,0.75,0.6,0.5,4,3
24,Wie definiert man ein globales Element vs. lokales Element?,process,intermediate,flat,10,0.75,0.3,0.5,4,3
25,"Wie erstellt man ein Inhaltsmodell (sequence, choice, all)?",process,intermediate,flat,3,0.5,0.6666666666666666,1.0,4,2
25,"Wie erstellt man ein Inhaltsmodell (sequence, choice, all)?",process,intermediate,flat,5,0.5,0.4,1.0,4,2
25,"Wie erstellt man ein Inhaltsmodell (sequence, choice, all)?",process,intermediate,flat,10,0.75,0.3,1.0,4,3
26,Wie erstellt man eine Elementgruppe (Group)?,process,intermediate,flat,3,1.0,0.6666666666666666,1.0,2,2
26,Wie erstellt man eine Elementgruppe (Group)?,process,intermediate,flat,5,1.0,0.4,1.0,2,2
26,Wie erstellt man eine Elementgruppe (Group)?,process,intermediate,flat,10,1.0,0.2,1.0,2,2
27,Wie definiert man Pattern-Constraints mit Regular Expressions?,process,advanced,flat,3,0.5,0.3333333333333333,1.0,2,1
27,Wie definiert man Pattern-Constraints mit Regular Expressions?,process,advanced,flat,5,0.5,0.2,1.0,2,1
27,Wie definiert man Pattern-Constraints mit Regular Expressions?,process,advanced,flat,10,0.5,0.1,1.0,2,1
28,Wie erstellt man Varianten in GEFEG.FX?,process,intermediate,flat,3,0.0,0.0,0.0,4,0
28,Wie erstellt man Varianten in GEFEG.FX?,process,intermediate,flat,5,0.25,0.2,0.2,4,1
28,Wie erstellt man Varianten in GEFEG.FX?,process,intermediate,flat,10,0.25,0.1,0.2,4,1
29,Wie prüft man die Wohlgeformtheit eines XML-Dokuments?,process,beginner,flat,3,0.25,0.3333333333333333,0.5,4,1
29,Wie prüft man die Wohlgeformtheit eines XML-Dokuments?,process,beginner,flat,5,0.25,0.2,0.5,4,1
29,Wie prüft man die Wohlgeformtheit eines XML-Dokuments?,process,beginner,flat,10,0.25,0.1,0.5,4,1
30,Wozu dienen Namespaces in XML-Dokumenten?,application,intermediate,flat,3,0.5,0.3333333333333333,1.0,2,1
30,Wozu dienen Namespaces in XML-Dokumenten?,application,intermediate,flat,5,0.5,0.2,1.0,2,1
30,Wozu dienen Namespaces in XML-Dokumenten?,application,intermediate,flat,10,0.5,0.1,1.0,2,1
31,Wofür verwendet man SimpleTypes in XML Schema?,application,beginner,flat,3,0.0,0.0,0.0,4,0
31,Wofür verwendet man SimpleTypes in XML Schema?,application,beginner,flat,5,0.0,0.0,0.0,4,0
31,Wofür verwendet man SimpleTypes in XML Schema?,application,beginner,flat,10,0.25,0.1,0.1111111111111111,4,1
32,Wann nutzt man ComplexTypes statt SimpleTypes?,application,intermediate,flat,3,0.0,0.0,0.0,3,0
32,Wann nutzt man ComplexTypes statt SimpleTypes?,application,intermediate,flat,5,0.3333333333333333,0.2,0.2,3,1
32,Wann nutzt man ComplexTypes statt SimpleTypes?,application,intermediate,flat,10,0.3333333333333333,0.1,0.2,3,1
33,Wozu dient Schematron zusätzlich zur XSD-Validierung?,application,advanced,flat,3,0.0,0.0,0.0,3,0
33,Wozu dient Schematron zusätzlich zur XSD-Validierung?,application,advanced,flat,5,0.3333333333333333,0.2,0.25,3,1
33,Wozu dient Schematron zusätzlich zur XSD-Validierung?,application,advanced,flat,10,0.3333333333333333,0.1,0.25,3,1
34,Wann verwendet man sequence vs. choice vs. all im Schema?,application,intermediate,flat,3,0.0,0.0,0.0,4,0
34,Wann verwendet man sequence vs. choice vs. all im Schema?,application,intermediate,flat,5,0.0,0.0,0.0,4,0
34,Wann verwendet man sequence vs. choice vs. all im Schema?,application,intermediate,flat,10,0.0,0.0,0.0,4,0
35,Für welche Zwecke nutzt man Attributgruppen?,application,intermediate,flat,3,0.0,0.0,0.0,2,0
35,Für welche Zwecke nutzt man Attributgruppen?,application,intermediate,flat,5,0.0,0.0,0.0,2,0
35,Für welche Zwecke nutzt man Attributgruppen?,application,intermediate,flat,10,0.0,0.0,0.0,2,0
36,Wann sollte man globale statt lokale Elemente definieren?,application,intermediate,flat,3,0.5,0.3333333333333333,1.0,2,1
36,Wann sollte man globale statt lokale Elemente definieren?,application,intermediate,flat,5,0.5,0.2,1.0,2,1
36,Wann sollte man globale statt lokale Elemente definieren?,application,intermediate,flat,10,0.5,0.1,1.0,2,1
37,Wofür verwendet man Annotations im XML-Schema?,application,beginner,flat,3,0.0,0.0,0.0,5,0
37,Wofür verwendet man Annotations im XML-Schema?,application,beginner,flat,5,0.0,0.0,0.0,5,0
37,Wofür verwendet man Annotations im XML-Schema?,application,beginner,flat,10,0.0,0.0,0.0,5,0
38,Wofür verwendet man XPath in der Praxis?,application,intermediate,flat,3,0.5,0.6666666666666666,1.0,4,2
38,Wofür verwendet man XPath in der Praxis?,application,intermediate,flat,5,0.75,0.6,1.0,4,3
38,Wofür verwendet man XPath in der Praxis?,application,intermediate,flat,10,0.75,0.3,1.0,4,3
39,Wann nutzt man XSLT zur Transformation?,application,intermediate,flat,3,0.14285714285714285,0.3333333333333333,1.0,7,1
39,Wann nutzt man XSLT zur Transformation?,application,intermediate,flat,5,0.14285714285714285,0.2,1.0,7,1
39,Wann nutzt man XSLT zur Transformation?,application,intermediate,flat,10,0.2857142857142857,0.2,1.0,7,2
40,Wann verwendet man Restriction vs. Extension bei der Typableitung?,application,advanced,flat,3,0.4,0.6666666666666666,1.0,5,2
40,Wann verwendet man Restriction vs. Extension bei der Typableitung?,application,advanced,flat,5,0.6,0.6,1.0,5,3
40,Wann verwendet man Restriction vs. Extension bei der Typableitung?,application,advanced,flat,10,0.8,0.4,1.0,5,4
41,Wofür nutzt man Varianten in GEFEG.FX?,application,intermediate,flat,3,0.0,0.0,0.0,2,0
41,Wofür nutzt man Varianten in GEFEG.FX?,application,intermediate,flat,5,0.0,0.0,0.0,2,0
41,Wofür nutzt man Varianten in GEFEG.FX?,application,intermediate,flat,10,0.0,0.0,0.0,2,0
42,Was ist der Unterschied zwischen Well-Formed und Valid bei XML?,comparison,intermediate,flat,3,0.5,0.3333333333333333,1.0,2,1
42,Was ist der Unterschied zwischen Well-Formed und Valid bei XML?,comparison,intermediate,flat,5,0.5,0.2,1.0,2,1
42,Was ist der Unterschied zwischen Well-Formed und Valid bei XML?,comparison,intermediate,flat,10,0.5,0.1,1.0,2,1
43,Was ist der Unterschied zwischen SimpleType und ComplexType?,comparison,beginner,flat,3,0.16666666666666666,0.3333333333333333,1.0,6,1
43,Was ist der Unterschied zwischen SimpleType und ComplexType?,comparison,beginner,flat,5,0.3333333333333333,0.4,1.0,6,2
43,Was ist der Unterschied zwischen SimpleType und ComplexType?,comparison,beginner,flat,10,0.3333333333333333,0.2,1.0,6,2
44,Was unterscheidet globale von lokalen Elementen?,comparison,intermediate,flat,3,0.5,0.3333333333333333,0.5,2,1
44,Was unterscheidet globale von lokalen Elementen?,comparison,intermediate,flat,5,1.0,0.4,0.5,2,2
44,Was unterscheidet globale von lokalen Elementen?,comparison,intermediate,flat,10,1.0,0.2,0.5,2,2
45,Was ist der Unterschied zwischen Restriction und Extension?,comparison,intermediate,flat,3,0.6,1.0,1.0,5,3
45,Was ist der Unterschied zwischen Restriction und Extension?,comparison,intermediate,flat,5,0.6,0.6,1.0,5,3
45,Was ist der Unterschied zwischen Restriction und Extension?,comparison,intermediate,flat,10,0.6,0.3,1.0,5,3
46,Was unterscheidet EDIFACT von XML als EDI-Format?,comparison,intermediate,flat,3,0.0,0.0,0.0,1,0
46,Was unterscheidet EDIFACT von XML als EDI-Format?,comparison,intermediate,flat,5,0.0,0.0,0.0,1,0
46,Was unterscheidet EDIFACT von XML als EDI-Format?,comparison,intermediate,flat,10,1.0,0.1,0.16666666666666666,1,1
47,Was ist der Unterschied zwischen XSD-Validierung und Schematron-Validierung?,comparison,advanced,flat,3,0.3333333333333333,0.3333333333333333,1.0,3,1
47,Was ist der Unterschied zwischen XSD-Validierung und Schematron-Validierung?,comparison,advanced,flat,5,0.3333333333333333,0.2,1.0,3,1
47,Was ist der Unterschied zwischen XSD-Validierung und Schematron-Validierung?,comparison,advanced,flat,10,0.6666666666666666,0.2,1.0,3,2
48,Wie behebt man Namespace-Konflikte in XML-Dokumenten?,troubleshooting,advanced,flat,3,0.5,0.3333333333333333,1.0,2,1
48,Wie behebt man Namespace-Konflikte in XML-Dokumenten?,troubleshooting,advanced,flat,5,0.5,0.2,1.0,2,1
48,Wie behebt man Namespace-Konflikte in XML-Dokumenten?,troubleshooting,advanced,flat,10,0.5,0.1,1.0,2,1
49,Was tun bei Validierungsfehlern wegen fehlender Pflichtfelder?,troubleshooting,intermediate,flat,3,0.0,0.0,0.0,4,0
49,Was tun bei Validierungsfehlern wegen fehlender Pflichtfelder?,troubleshooting,intermediate,flat,5,0.0,0.0,0.0,4,0
49,Was tun bei Validierungsfehlern wegen fehlender Pflichtfelder?,troubleshooting,intermediate,flat,10,0.0,0.0,0.0,4,0
50,Wie debuggt man fehlerhafte Schematron-Regeln?,troubleshooting,advanced,flat,3,0.0,0.0,0.0,2,0
50,Wie debuggt man fehlerhafte Schematron-Regeln?,troubleshooting,advanced,flat,5,0.0,0.0,0.0,2,0
50,Wie debuggt man fehlerhafte Schematron-Regeln?,troubleshooting,advanced,flat,10,0.0,0.0,0.0,2,0
